"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","pct.diff"
"RASGRP1",3.53169819103786e-11,0.200599337639056,0.461,0.372,6.88045441577997e-07,"2","RASGRP1",0.089
"GPR65",3.69069075368047e-11,0.329823753382001,0.358,0.281,7.19020372632028e-07,"2","GPR65",0.077
"CCDC85B",3.96022134953184e-11,0.305563596547682,0.365,0.291,7.71530323315793e-07,"2","CCDC85B",0.074
"SNRPB2",3.96410511414112e-11,0.308321339156275,0.397,0.322,7.72286958336972e-07,"2","SNRPB2",0.075
"CD151",3.99603582605923e-11,0.70690594114731,0.104,0.065,7.7850769963286e-07,"2","CD151",0.039
"GOLGA7B",4.00518567765633e-11,1.50905951170674,0.029,0.011,7.80290273721006e-07,"2","GOLGA7B",0.018
"CLINT1",4.03428272923426e-11,0.358650325750562,0.305,0.237,7.85958961309418e-07,"2","CLINT1",0.068
"EIF2S3",4.57392775821412e-11,0.312159209954052,0.353,0.281,8.91092605855275e-07,"2","EIF2S3",0.072
"LINC002431",4.6065521795973e-11,0.676633889344486,0.095,0.057,8.97448495629146e-07,"2","LINC00243",0.038
"COL5A1",4.78438556205747e-11,1.39646768533038,0.024,0.008,9.32093995200037e-07,"2","COL5A1",0.016
"EIF2S2",4.9025751336521e-11,0.237698545433005,0.414,0.332,9.55119687538103e-07,"2","EIF2S2",0.082
"IFNG-AS11",4.92727249572588e-11,0.693932587711128,0.085,0.05,9.59931227617315e-07,"2","IFNG-AS1",0.035
"TMEM168",4.96906436861345e-11,0.458110435155986,0.157,0.106,9.68073120293272e-07,"2","TMEM168",0.051
"THOC7",5.34182156335807e-11,0.401675976333137,0.238,0.177,1.04069367697342e-06,"2","THOC7",0.061
"TMEM256",5.36470374206826e-11,0.465732080042636,0.202,0.146,1.04515158302974e-06,"2","TMEM256",0.056
"AL121748.1",5.38834603671128e-11,2.69165092498521,0.01,0.002,1.04975757487209e-06,"2","AL121748.1",0.008
"MFNG",6.09026881059617e-11,0.532708049501579,0.165,0.114,1.18650616968035e-06,"2","MFNG",0.051
"PSME11",6.1375064747148e-11,0.181982561007315,0.676,0.582,1.19570901140394e-06,"2","PSME1",0.0940000000000001
"MSH3",6.26393693138051e-11,0.526297800925704,0.157,0.107,1.22034019297155e-06,"2","MSH3",0.05
"TPM4",6.46024391950029e-11,0.262263975510046,0.407,0.328,1.25858472039705e-06,"2","TPM4",0.079
"PGAM1",6.52341650623107e-11,0.350060678013268,0.266,0.201,1.27089200374394e-06,"2","PGAM1",0.065
"TRBC21",6.58411184839893e-11,0.196941007180007,0.727,0.661,1.28271667030508e-06,"2","TRBC2",0.0659999999999999
"UBL51",6.90581986346347e-11,0.170988052348231,0.658,0.551,1.34539182579995e-06,"2","UBL5",0.107
"RIOX2",7.10440792698383e-11,0.839788791628235,0.062,0.033,1.38408075233499e-06,"2","RIOX2",0.029
"CD961",7.2255139664506e-11,0.22349803406906,0.523,0.435,1.40767463094391e-06,"2","CD96",0.088
"C4orf48",7.2928590306897e-11,0.450293783542062,0.189,0.134,1.42079479635897e-06,"2","C4orf48",0.055
"TMEM50A1",8.01634447082979e-11,0.264775040527822,0.413,0.335,1.56174422980706e-06,"2","TMEM50A",0.078
"VSIR",8.18126546213055e-11,0.493942295511005,0.166,0.116,1.59387413733227e-06,"2","VSIR",0.05
"ACTG11",8.40269423155344e-11,0.148138006042762,0.968,0.958,1.63701289019124e-06,"2","ACTG1",0.01
"ATP5PB",8.59981525992796e-11,0.341736960335959,0.279,0.213,1.67541600893917e-06,"2","ATP5PB",0.066
"CD37",9.09083571949058e-11,0.213293304445041,0.589,0.502,1.77107661487116e-06,"2","CD37",0.087
"TBCB",9.96312928841195e-11,0.367103081709767,0.255,0.192,1.94101684796842e-06,"2","TBCB",0.063
"GSTO1",1.09020994701804e-10,0.381101892228338,0.235,0.174,2.12394701878055e-06,"2","GSTO1",0.061
"PPP1R71",1.11045992910593e-10,0.426387587343103,0.21,0.154,2.16339803388417e-06,"2","PPP1R7",0.056
"TCEAL8",1.1402691325221e-10,0.511362297576157,0.14,0.093,2.22147232397956e-06,"2","TCEAL8",0.047
"NOL7",1.20910084077265e-10,0.322162912895557,0.326,0.257,2.35557025799328e-06,"2","NOL7",0.069
"MFHAS1",1.21134981840437e-10,0.452599022446741,0.144,0.097,2.35995171621539e-06,"2","MFHAS1",0.047
"CRIP21",1.21637960194887e-10,0.951976043561017,0.061,0.033,2.36975074051678e-06,"2","CRIP2",0.028
"MRPS21",1.22486535798573e-10,0.332139537786186,0.28,0.214,2.3862826904278e-06,"2","MRPS21",0.066
"KLRG11",1.25335840214274e-10,0.344609640330575,0.28,0.215,2.44179283905448e-06,"2","KLRG1",0.065
"TESPA11",1.26445777551147e-10,0.501939472377219,0.17,0.119,2.46341663825145e-06,"2","TESPA1",0.051
"POLR2J",1.30875366429541e-10,0.433927938724367,0.226,0.168,2.54971388878033e-06,"2","POLR2J",0.058
"CBL",1.30963093465891e-10,0.394287975694379,0.221,0.163,2.55142298690248e-06,"2","CBL",0.058
"EIF3D",1.31587398146133e-10,0.291391780381899,0.366,0.294,2.56358569068296e-06,"2","EIF3D",0.072
"ARPC41",1.3417316065713e-10,0.28122120682191,0.385,0.311,2.6139615159222e-06,"2","ARPC4",0.074
"FUOM",1.36665694469588e-10,0.7594397976119,0.082,0.048,2.66252105965651e-06,"2","FUOM",0.034
"SMCO4",1.51621074161284e-10,1.04318849762164,0.044,0.021,2.95388176681014e-06,"2","SMCO4",0.023
"EIF4E3",1.53365103200675e-10,0.44467212394498,0.19,0.137,2.98785894055554e-06,"2","EIF4E3",0.053
"RETREG11",1.5572393132543e-10,0.555397028893212,0.134,0.089,3.03381363008203e-06,"2","RETREG1",0.045
"CYP4F22",1.56362577705422e-10,1.66893084848513,0.017,0.005,3.04625573885704e-06,"2","CYP4F22",0.012
"FKBP8",1.57854395639529e-10,0.362869159056785,0.297,0.232,3.0753193358493e-06,"2","FKBP8",0.065
"FXYD11",1.67036653316308e-10,0.920004256351698,0.053,0.027,3.25420807990831e-06,"2","FXYD1",0.026
"CHN1",1.69378791890174e-10,0.746357650952262,0.059,0.031,3.29983762360437e-06,"2","CHN1",0.028
"IFNGR11",1.73763002995607e-10,0.456132378579718,0.22,0.163,3.38525082436041e-06,"2","IFNGR1",0.057
"WAC-AS1",1.7610633817412e-10,0.555081299105714,0.146,0.1,3.43090368030821e-06,"2","WAC-AS1",0.046
"MTM1",1.90132247232299e-10,0.71170528851173,0.082,0.048,3.70415644057966e-06,"2","MTM1",0.034
"HAGH",1.95216715678924e-10,0.524898327566442,0.159,0.11,3.8032120548568e-06,"2","HAGH",0.049
"RBM43",1.96937536382023e-10,0.585878807828607,0.111,0.071,3.83673708379457e-06,"2","RBM43",0.04
"ANKRD28",2.11190021633061e-10,0.386271918224488,0.207,0.152,4.11440400145528e-06,"2","ANKRD28",0.055
"ESD",2.16434166252476e-10,0.428605337592558,0.21,0.154,4.21657042693074e-06,"2","ESD",0.056
"CD58",2.18231834200596e-10,0.404191281859383,0.202,0.147,4.25159259389601e-06,"2","CD58",0.055
"LAT",2.25002827343681e-10,0.272175789476866,0.362,0.289,4.3835050823096e-06,"2","LAT",0.073
"TRBV28",2.29263007905421e-10,1.0857558105053,0.072,0.041,4.46650192001341e-06,"2","TRBV28",0.031
"LYAR1",2.31843006671987e-10,0.316160281550015,0.273,0.208,4.51676545598365e-06,"2","LYAR",0.065
"PMVK",2.32884446901657e-10,0.541807048494415,0.135,0.091,4.53705479453809e-06,"2","PMVK",0.044
"CCDC65",2.57213146629089e-10,0.908619674366635,0.052,0.027,5.0110265226279e-06,"2","CCDC65",0.025
"STX2",2.60076413129035e-10,0.533540425248836,0.143,0.097,5.06680868057985e-06,"2","STX2",0.046
"PATJ1",2.68273871272428e-10,0.453287546736978,0.172,0.122,5.22651156012944e-06,"2","PATJ",0.05
"IL12RB1",2.79718717013792e-10,0.529798610052789,0.124,0.082,5.44948004486269e-06,"2","IL12RB1",0.042
"SSBP1",3.15375951246161e-10,0.24378068808447,0.425,0.348,6.1441542821777e-06,"2","SSBP1",0.077
"RPS6KA5",3.21490727377954e-10,0.356460386424707,0.234,0.175,6.2632823507773e-06,"2","RPS6KA5",0.059
"TCEAL4",3.39978534938231e-10,0.577921369851541,0.098,0.06,6.62346181766661e-06,"2","TCEAL4",0.038
"CAPN1",3.44931693116683e-10,0.564029738209834,0.141,0.096,6.71995924529921e-06,"2","CAPN1",0.045
"PARP81",3.48868013338712e-10,0.249789205810213,0.474,0.393,6.79664663586479e-06,"2","PARP8",0.081
"CORO2A",3.5018834457725e-10,0.760969342244069,0.081,0.048,6.82236932905398e-06,"2","CORO2A",0.033
"SYNE3",3.71133903278653e-10,0.654270074755786,0.098,0.061,7.23043070367471e-06,"2","SYNE3",0.037
"ZMAT11",3.73683344084492e-10,0.554905090811622,0.146,0.101,7.28009890945408e-06,"2","ZMAT1",0.045
"FGD3",3.77921353934273e-10,0.336005461374987,0.252,0.191,7.36266381734751e-06,"2","FGD3",0.061
"RBMS1",3.82855229839342e-10,0.276357106075081,0.353,0.282,7.45878558773006e-06,"2","RBMS1",0.071
"CXCR3",3.99970106424015e-10,0.421496479821898,0.177,0.126,7.79221761335266e-06,"2","CXCR3",0.051
"SP140L",4.01789553908971e-10,0.374323170976168,0.263,0.203,7.82766408925457e-06,"2","SP140L",0.06
"TMEM167A",4.07150110988477e-10,0.455386563077905,0.226,0.17,7.93209846227751e-06,"2","TMEM167A",0.056
"ANKRD18A1",4.08714803045294e-10,1.10537293676442,0.037,0.016,7.96258179292841e-06,"2","ANKRD18A",0.021
"ATP5MF1",4.20337392666749e-10,0.22993227810216,0.386,0.31,8.18901308393361e-06,"2","ATP5MF",0.076
"ABHD14B",5.00035048454371e-10,0.505029634670584,0.14,0.095,9.74168281398805e-06,"2","ABHD14B",0.045
"IKZF11",5.07671554627834e-10,0.173875320117107,0.599,0.51,9.89045722725947e-06,"2","IKZF1",0.089
"POU2F21",5.09658168984874e-10,0.375268296318137,0.19,0.137,9.92916044816331e-06,"2","POU2F2",0.053
"ABHD13",5.09726015257745e-10,0.546819794818011,0.116,0.075,9.93048222925138e-06,"2","ABHD13",0.041
"LPCAT4",5.13165318238525e-10,0.669396669754514,0.098,0.062,9.99748672992295e-06,"2","LPCAT4",0.036
"LINC008611",5.18896349540149e-10,0.31594743636898,0.326,0.259,1.01091386817412e-05,"2","LINC00861",0.067
"ATP5PO",5.32662810497926e-10,0.346375631205412,0.303,0.24,1.03773368741206e-05,"2","ATP5PO",0.063
"PLEC",5.39897969232592e-10,0.335894057983993,0.218,0.161,1.05182922365894e-05,"2","PLEC",0.057
"BOLA3",5.40564636986027e-10,0.462531087818983,0.173,0.123,1.05312802577618e-05,"2","BOLA3",0.05
"ELOB1",5.68764716274756e-10,0.168717757877071,0.561,0.464,1.10806742024648e-05,"2","ELOB",0.097
"HOXB2",5.72717455814711e-10,0.581128589508038,0.105,0.067,1.11576814741822e-05,"2","HOXB2",0.038
"MYBL11",6.07698646820394e-10,0.273345711872455,0.262,0.199,1.18391850373549e-05,"2","MYBL1",0.063
"TPRKB",6.95716891514833e-10,0.45378438082413,0.168,0.119,1.3553956480492e-05,"2","TPRKB",0.049
"TMED10",7.24467572668532e-10,0.315478491608988,0.304,0.239,1.41140772507283e-05,"2","TMED10",0.065
"HADHA",7.25232521629788e-10,0.297168344819697,0.311,0.245,1.41289799863915e-05,"2","HADHA",0.066
"FHL11",7.34192926311751e-10,0.976787271899125,0.047,0.024,1.43035465904055e-05,"2","FHL1",0.023
"COX4I1",7.35160846351184e-10,0.151301492216375,0.776,0.707,1.43224036086138e-05,"2","COX4I1",0.0690000000000001
"LINC01644",7.57189092718742e-10,2.00165799427923,0.014,0.004,1.47515579043465e-05,"2","LINC01644",0.01
"TNFRSF14",7.93565393010357e-10,0.311859181824164,0.29,0.226,1.54602409866278e-05,"2","TNFRSF14",0.064
"PKM",8.29168276798068e-10,0.142963176449437,0.347,0.273,1.615385636858e-05,"2","PKM",0.074
"ZBTB8OS",8.41054027350031e-10,0.430083136344226,0.196,0.144,1.63854145608333e-05,"2","ZBTB8OS",0.052
"C3AR1",8.90542611363181e-10,1.14194264305312,0.039,0.018,1.73495511545775e-05,"2","C3AR1",0.021
"LSM4",9.04872557132967e-10,0.390789314504471,0.204,0.15,1.76287271580645e-05,"2","LSM4",0.054
"COX6A1",9.243546123753e-10,0.186010876925459,0.473,0.388,1.80082765582956e-05,"2","COX6A1",0.085
"AP002884.1",9.41453020303922e-10,1.3592810833762,0.025,0.01,1.8341387741561e-05,"2","AP002884.1",0.015
"UBXN10-AS1",9.76102606965523e-10,1.65838847085346,0.02,0.007,1.90164309889023e-05,"2","UBXN10-AS1",0.013
"SPSB3",9.8204925964997e-10,0.361734241085192,0.225,0.169,1.91322836765007e-05,"2","SPSB3",0.056
"MAP3K4",9.90757521353366e-10,0.46175379692838,0.176,0.126,1.93019380310063e-05,"2","MAP3K4",0.05
"MICAL2",1.04075215304585e-09,0.609532304511704,0.1,0.064,2.02759334456392e-05,"2","MICAL2",0.036
"ANXA51",1.07913451965901e-09,0.299115424201214,0.268,0.206,2.10236987119968e-05,"2","ANXA5",0.062
"C12orf571",1.11083307934913e-09,0.167471493479878,0.554,0.46,2.16412500518797e-05,"2","C12orf57",0.094
"AC004585.1",1.13069432805908e-09,0.92409701098558,0.055,0.029,2.2028186899247e-05,"2","AC004585.1",0.026
"KDELR1",1.15274108816402e-09,0.417602563717407,0.172,0.123,2.24577018796115e-05,"2","KDELR1",0.049
"NDUFAF8",1.16595105204732e-09,0.33290255655291,0.246,0.187,2.27150583959859e-05,"2","NDUFAF8",0.059
"CAPZB1",1.18097271733833e-09,0.241408163457021,0.44,0.365,2.30077104791853e-05,"2","CAPZB",0.075
"SMIM7",1.18572937652953e-09,0.3956252803671,0.207,0.153,2.31003797135484e-05,"2","SMIM7",0.054
"ERH",1.2063711414789e-09,0.277613960308855,0.327,0.26,2.35025225782919e-05,"2","ERH",0.067
"TRBV6-2",1.2160374667862e-09,1.50905951170674,0.021,0.007,2.36908419279287e-05,"2","TRBV6-2",0.014
"NDUFB7",1.22227124041113e-09,0.292724639552876,0.275,0.212,2.38122883056897e-05,"2","NDUFB7",0.063
"TANK",1.25029126595631e-09,0.320286195631059,0.354,0.288,2.43581744433609e-05,"2","TANK",0.066
"SVIL1",1.29881236705637e-09,0.674003563547206,0.086,0.053,2.53034625349922e-05,"2","SVIL",0.033
"FNTA",1.32696221302087e-09,0.343225289568395,0.211,0.156,2.58518778340725e-05,"2","FNTA",0.055
"ATP2B11",1.37940327126657e-09,0.276481587250208,0.322,0.255,2.68735345308154e-05,"2","ATP2B1",0.067
"SNRPE",1.41026465949081e-09,0.306285630690417,0.289,0.226,2.74747760961999e-05,"2","SNRPE",0.063
"USP45",1.41886599549719e-09,0.795207116811807,0.061,0.033,2.76423473242762e-05,"2","USP45",0.028
"ZBTB251",1.43794366385294e-09,0.339638760190228,0.233,0.176,2.8014018459183e-05,"2","ZBTB25",0.057
"TBXAS1",1.46215128885883e-09,0.998335641277499,0.048,0.025,2.84856314095477e-05,"2","TBXAS1",0.023
"RBM3",1.48585192814746e-09,0.197916445637034,0.549,0.47,2.89473672641688e-05,"2","RBM3",0.0790000000000001
"C6orf89",1.5294030446364e-09,0.465426642057735,0.152,0.106,2.97958301156063e-05,"2","C6orf89",0.046
"APEX1",1.55367100619587e-09,0.408683635040015,0.23,0.175,3.02686185427079e-05,"2","APEX1",0.055
"ORAI2",1.60234686048472e-09,0.429933717819428,0.152,0.106,3.12169215359633e-05,"2","ORAI2",0.046
"LSM5",1.61759744127017e-09,0.38292461243135,0.232,0.177,3.15140333508255e-05,"2","LSM5",0.055
"MESD1",1.66877669709396e-09,0.327153718860935,0.254,0.195,3.25111076127845e-05,"2","MESD",0.059
"COMMD81",1.74667267839897e-09,0.413344284058439,0.179,0.13,3.40286771205687e-05,"2","COMMD8",0.049
"FAM104A",1.7703813632371e-09,0.535294613191334,0.138,0.095,3.44905697185852e-05,"2","FAM104A",0.043
"MARCH91",1.84748943668705e-09,0.482306784101051,0.141,0.098,3.59927892055371e-05,"2","MARCH9",0.043
"PBDC1",1.8539930150903e-09,0.486192340727608,0.162,0.115,3.61194919199892e-05,"2","PBDC1",0.047
"CA2",1.86251947259188e-09,1.4937115473733,0.024,0.009,3.62856043650351e-05,"2","CA2",0.015
"SSBP41",1.87436944844615e-09,0.363495092333582,0.23,0.174,3.65164655946279e-05,"2","SSBP4",0.056
"SUMF2",1.90852769744806e-09,0.38626879196779,0.21,0.157,3.71819366016831e-05,"2","SUMF2",0.053
"EDEM1",1.98541147266853e-09,0.399618332161184,0.209,0.156,3.86797863105283e-05,"2","EDEM1",0.053
"SRP9",2.02665749841014e-09,0.271330713157739,0.314,0.249,3.94833413840263e-05,"2","SRP9",0.065
"MRPL57",2.02992274406966e-09,0.30926709221549,0.268,0.207,3.95469548999651e-05,"2","MRPL57",0.061
"FIS1",2.06093644609649e-09,0.313037376898989,0.269,0.208,4.01511638428518e-05,"2","FIS1",0.061
"TMEM219",2.07330486036076e-09,0.372596308751119,0.207,0.154,4.03921252895484e-05,"2","TMEM219",0.053
"TEX264",2.07757562068678e-09,0.449303897273117,0.154,0.108,4.04753282422199e-05,"2","TEX264",0.046
"MED28",2.09452436510352e-09,0.350876937697612,0.219,0.164,4.08055236809468e-05,"2","MED28",0.055
"UFD1",2.10558593960108e-09,0.423628349486556,0.186,0.136,4.10210252753082e-05,"2","UFD1",0.05
"CORO1A1",2.10957470447381e-09,0.155395895260363,0.756,0.665,4.10987343925588e-05,"2","CORO1A",0.091
"PFN11",2.16762020885784e-09,0.120081016566892,0.892,0.846,4.22295769089685e-05,"2","PFN1",0.046
"SRPRB",2.19355151551716e-09,0.549603987161371,0.115,0.076,4.27347706253054e-05,"2","SRPRB",0.039
"NDUFS8",2.230974576518e-09,0.344766378343755,0.225,0.17,4.34638466997236e-05,"2","NDUFS8",0.055
"CNN2",2.25977484528249e-09,0.234981094814047,0.416,0.343,4.40249335357936e-05,"2","CNN2",0.073
"RER11",2.2915271566364e-09,0.33331718366911,0.275,0.215,4.46435320655903e-05,"2","RER1",0.06
"FSBP",2.2927068281146e-09,1.89254227711073,0.015,0.004,4.46665144253286e-05,"2","FSBP",0.011
"CTDSP11",2.36927103840395e-09,0.378339073520314,0.22,0.166,4.61581383701857e-05,"2","CTDSP1",0.054
"PTAR1",2.37468649266582e-09,0.373480351375226,0.185,0.135,4.62636422501155e-05,"2","PTAR1",0.05
"TMEM258",2.43361276869779e-09,0.250579790132376,0.425,0.354,4.74116439597703e-05,"2","TMEM258",0.071
"APBB1IP1",2.45071973373786e-09,0.206793787403087,0.473,0.395,4.7744921852681e-05,"2","APBB1IP",0.078
"PTBP31",2.5157694398762e-09,0.183801369953289,0.425,0.346,4.90122202276682e-05,"2","PTBP3",0.079
"TCEA1",2.53035011917857e-09,0.252435682643901,0.389,0.319,4.92962810218369e-05,"2","TCEA1",0.07
"PRPF61",2.53534742467169e-09,0.318317216812831,0.25,0.191,4.93936385274538e-05,"2","PRPF6",0.059
"TMED8",2.57719994476181e-09,0.755087492234841,0.079,0.048,5.02090093238496e-05,"2","TMED8",0.031
"ELOVL4",2.61231016414219e-09,1.39863552201309,0.021,0.008,5.08930266178182e-05,"2","ELOVL4",0.013
"ERICH11",2.62060570412661e-09,0.274905083244004,0.311,0.246,5.10546403277946e-05,"2","ERICH1",0.065
"SLC39A81",2.66001498872398e-09,0.614494553861208,0.093,0.059,5.18224120103207e-05,"2","SLC39A8",0.034
"GDI1",2.73087274800095e-09,0.400363068486137,0.18,0.13,5.32028628765545e-05,"2","GDI1",0.05
"NBDY",2.73960613533224e-09,0.475794599298206,0.181,0.133,5.33730067285428e-05,"2","NBDY",0.048
"SLC7A61",2.82030119179434e-09,0.429332319236003,0.172,0.124,5.49451078185372e-05,"2","SLC7A6",0.048
"TRIM561",2.87050264848636e-09,0.229398406943578,0.311,0.244,5.59231325978112e-05,"2","TRIM56",0.067
"RHOU",2.90850591905059e-09,1.12683575066291,0.038,0.018,5.66635123149436e-05,"2","RHOU",0.02
"SRI1",3.13460931431777e-09,0.289726251940421,0.287,0.225,6.10684586615387e-05,"2","SRI",0.062
"DEGS1",3.2907082068128e-09,0.400558330022194,0.19,0.14,6.41095772851269e-05,"2","DEGS1",0.05
"CHMP2A",3.32983554940272e-09,0.332521687192771,0.253,0.195,6.48718561734638e-05,"2","CHMP2A",0.058
"RHOF",3.34319558682712e-09,0.290972511926917,0.31,0.247,6.51321364225659e-05,"2","RHOF",0.063
"TRAV1-2",3.36417574586622e-09,1.91404334632166,0.011,0.002,6.55408718809656e-05,"2","TRAV1-2",0.009
"ABCA5",3.38942507940966e-09,0.469072756894174,0.132,0.091,6.60327793970591e-05,"2","ABCA5",0.041
"FAM129A",3.56074546901063e-09,0.203187012235227,0.303,0.236,6.93704432272652e-05,"2","FAM129A",0.067
"SCML4",3.59537757775815e-09,0.260452603364375,0.284,0.221,7.00451459698842e-05,"2","SCML4",0.063
"LTBP31",3.60052853204702e-09,0.407844290174749,0.152,0.107,7.014549686134e-05,"2","LTBP3",0.045
"NR1D11",3.63784282592776e-09,0.773310428518618,0.066,0.038,7.08724539347246e-05,"2","NR1D1",0.028
"FXYD7",3.77650057009668e-09,0.764132631837847,0.057,0.032,7.35737841066234e-05,"2","FXYD7",0.025
"NUCB1",3.89420120960016e-09,0.433110658473438,0.179,0.131,7.58668279654304e-05,"2","NUCB1",0.048
"MRPL35",3.99672124033808e-09,0.61061633905028,0.094,0.06,7.78641232042665e-05,"2","MRPL35",0.034
"JAK3",4.06192695704618e-09,0.308641417991886,0.257,0.199,7.91344609771736e-05,"2","JAK3",0.058
"NCOA7",4.17894771402863e-09,0.239594966153714,0.275,0.213,8.14142593647058e-05,"2","NCOA7",0.062
"CCT7",4.42565459904797e-09,0.325523026187312,0.236,0.18,8.62206028986525e-05,"2","CCT7",0.056
"LCK1",4.44501434682655e-09,0.200867205714847,0.473,0.394,8.65977695048748e-05,"2","LCK",0.079
"RSL1D1",4.54859378890848e-09,0.2678219029691,0.348,0.282,8.86157041955149e-05,"2","RSL1D1",0.066
"DUT",4.58971051216737e-09,0.204373302127026,0.278,0.215,8.94167401980447e-05,"2","DUT",0.063
"SNX171",4.64717432655995e-09,0.447933538223428,0.171,0.125,9.0536250230041e-05,"2","SNX17",0.046
"GIMAP51",4.82021636280643e-09,0.479171300759881,0.122,0.082,9.39074551801949e-05,"2","GIMAP5",0.04
"PDCD5",5.01755432326014e-09,0.32385531610241,0.234,0.178,9.7751993325754e-05,"2","PDCD5",0.056
"LTA",5.04486980999383e-09,0.521337841485173,0.089,0.056,9.82841536382998e-05,"2","LTA",0.033
"ARHGEF12",5.21072320659081e-09,0.637460828349419,0.09,0.057,0.000101515309510802,"2","ARHGEF12",0.033
"STYX",5.44104515819653e-09,0.48463082476789,0.15,0.106,0.000106002441771985,"2","STYX",0.044
"MKNK1",5.73321210121447e-09,0.573589003904275,0.101,0.065,0.00011169443815586,"2","MKNK1",0.036
"CSNK2B",6.0422879777184e-09,0.342743014776377,0.229,0.174,0.00011771585438191,"2","CSNK2B",0.055
"TMEM65",6.06755006813321e-09,0.520210004509742,0.122,0.083,0.000118208010427371,"2","TMEM65",0.039
"CUTA",6.20764578009725e-09,0.258154135550238,0.354,0.288,0.000120937355087855,"2","CUTA",0.066
"LGALS3BP",6.519620441559e-09,0.702726931754667,0.067,0.039,0.000127015245442452,"2","LGALS3BP",0.028
"ATRAID",6.79408574738875e-09,0.382885860603162,0.227,0.174,0.000132362378530628,"2","ATRAID",0.053
"GLIPR2",6.84210818238544e-09,0.305793036223825,0.221,0.167,0.000133297951609233,"2","GLIPR2",0.054
"RNPC3",6.97682022256011e-09,0.417126620677798,0.182,0.134,0.000135922411575916,"2","RNPC3",0.048
"ERGIC2",6.98366369109342e-09,0.307827280516821,0.272,0.214,0.000136055736029882,"2","ERGIC2",0.058
"GPALPP1",7.1277960687171e-09,0.512401848229373,0.112,0.075,0.000138863723010747,"2","GPALPP1",0.037
"TGOLN2",7.15667460882557e-09,0.196943057980736,0.481,0.405,0.00013942633472914,"2","TGOLN2",0.076
"SPCS1",7.34073508639589e-09,0.244560722688263,0.433,0.367,0.000143012200953165,"2","SPCS1",0.066
"SPCS21",7.44086186842348e-09,0.209038558630265,0.412,0.341,0.000144962870920626,"2","SPCS2",0.071
