"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","pct.diff"
"ZNRF11",1.02177559649072e-29,1.54725663053326,0.242,0.091,1.99062321708323e-25,"5","ZNRF1",0.151
"NTRK21",1.1729504035884e-29,3.65997862450235,0.038,0.003,2.28514197627092e-25,"5","NTRK2",0.035
"IL211",2.76388843264257e-29,3.93299711890876,0.028,0.002,5.38460744447426e-25,"5","IL21",0.026
"ATP1B32",2.8315103223425e-29,0.989823352113888,0.527,0.317,5.51634840998765e-25,"5","ATP1B3",0.21
"PDE4D2",3.13745467353453e-29,1.29690506224127,0.428,0.233,6.11238919497998e-25,"5","PDE4D",0.195
"SPATS2L2",5.14089778775074e-29,1.48044458899663,0.242,0.092,1.0015497070096e-24,"5","SPATS2L",0.15
"SERF23",4.2311947893807e-28,0.587207564818905,0.917,0.838,8.24321368867148e-24,"5","SERF2",0.0790000000000001
"NAB11",4.70415513230121e-28,1.76024607338769,0.216,0.08,9.16463502874922e-24,"5","NAB1",0.136
"ATP5F1E2",6.17863943476051e-28,0.486906730886425,0.974,0.947,1.20372253468004e-23,"5","ATP5F1E",0.027
"IFI162",1.29379116040167e-27,0.913743722946592,0.671,0.518,2.52056393869453e-23,"5","IFI16",0.153
"CD821",1.5154607288631e-27,1.41394336129538,0.347,0.17,2.95242059197109e-23,"5","CD82",0.177
"TRPS11",3.54252599560747e-27,1.36952935346866,0.317,0.146,6.90154914464247e-23,"5","TRPS1",0.171
"CDK11",3.69327148814924e-27,2.65006315563727,0.095,0.021,7.19523151321235e-23,"5","CDK1",0.074
"TOX22",5.64199344353923e-27,1.64632781182184,0.164,0.051,1.09917316267031e-22,"5","TOX2",0.113
"GNA151",7.43223701921103e-27,2.10327438382271,0.107,0.025,1.44794841608269e-22,"5","GNA15",0.082
"TMSB4X3",1.22236013497561e-26,0.335744471870102,1,1,2.38140201495949e-22,"5","TMSB4X",0
"SARDH1",2.32781469735738e-26,2.54479580460224,0.071,0.012,4.53504859339164e-22,"5","SARDH",0.059
"HMHB1",4.22100356358561e-26,5.17003631620961,0.014,0,8.22335914257749e-22,"5","HMHB1",0.014
"LINC018712",4.61464294099103e-26,1.34189221384399,0.442,0.262,8.99024737763873e-22,"5","LINC01871",0.18
"PKM1",6.29231074486754e-26,1.22271336275748,0.459,0.278,1.22586797931509e-21,"5","PKM",0.181
"POSTN1",7.51182245858115e-26,2.57105334517352,0.079,0.015,1.46345325138078e-21,"5","POSTN",0.064
"NUSAP11",9.37831946651154e-26,2.16943417177216,0.184,0.065,1.82708419846578e-21,"5","NUSAP1",0.119
"PPARG1",1.18890102855211e-25,3.09762782068156,0.048,0.006,2.31621698382522e-21,"5","PPARG",0.042
"TOX3",2.47541334940967e-25,1.44334747237978,0.267,0.116,4.82260028731991e-21,"5","TOX",0.151
"SLC28A3",3.22582935481027e-25,4.41514881404615,0.024,0.001,6.28456074904137e-21,"5","SLC28A3",0.023
"S100A112",5.08628041623193e-25,0.999615304224469,0.6,0.426,9.90909150690304e-21,"5","S100A11",0.174
"BTLA1",6.1202155586179e-25,2.26889924783139,0.105,0.026,1.19234039512994e-20,"5","BTLA",0.079
"CAV1",7.16573964154007e-25,3.54833326867344,0.03,0.002,1.39602939696484e-20,"5","CAV1",0.028
"PAG11",8.44098220947223e-25,1.12326133284224,0.507,0.337,1.64447215404938e-20,"5","PAG1",0.17
"XAF12",1.58192163111284e-24,1.24993396948765,0.451,0.272,3.08189972173404e-20,"5","XAF1",0.179
"TYMS2",1.76142464469035e-24,2.22166908462494,0.103,0.026,3.43160749278575e-20,"5","TYMS",0.077
"RGCC2",3.28541023315214e-24,0.997650641367995,0.537,0.351,6.40063621622699e-20,"5","RGCC",0.186
"TMEM178B",3.42738742775849e-24,4.04763968484989,0.02,0.001,6.67723618675909e-20,"5","TMEM178B",0.019
"COL1A11",4.82489403808728e-24,1.94121762571373,0.147,0.046,9.39985856500165e-20,"5","COL1A1",0.101
"PRDM12",7.92452201310368e-24,1.19163385262994,0.44,0.266,1.54385537859286e-19,"5","PRDM1",0.174
"TNFSF4",1.02054009588995e-23,2.33375039218136,0.089,0.02,1.98821621481281e-19,"5","TNFSF4",0.069
"ANKS1B",1.35743513631278e-23,2.88543849939825,0.057,0.009,2.64455513256455e-19,"5","ANKS1B",0.048
"ITM2A1",1.46053039225587e-23,1.14677500911406,0.509,0.34,2.84540531019288e-19,"5","ITM2A",0.169
"SORD",1.54218723149115e-23,2.63583692917034,0.071,0.014,3.00448916439107e-19,"5","SORD",0.057
"CD42",1.90950591608266e-23,1.38375272404567,0.293,0.139,3.72009942571224e-19,"5","CD4",0.154
"TNS3",2.97574773616786e-23,2.81953906912548,0.061,0.01,5.79735173960223e-19,"5","TNS3",0.051
"SPARC1",3.27504603982509e-23,2.05198515512585,0.093,0.022,6.38044469478724e-19,"5","SPARC",0.071
"LDLRAD41",3.84167590820376e-23,1.20050835206675,0.339,0.172,7.48435300436257e-19,"5","LDLRAD4",0.167
"PSMA72",5.12896064378826e-23,0.797828314565422,0.677,0.541,9.99224112622828e-19,"5","PSMA7",0.136
"PHLDA11",6.48523594263711e-23,1.22648288635799,0.319,0.159,1.26345366634456e-18,"5","PHLDA1",0.16
"EZH21",9.36781813648871e-23,1.55107864541226,0.273,0.128,1.82503832935073e-18,"5","EZH2",0.145
"KRT862",1.13721926572373e-22,2.32025146167407,0.107,0.029,2.21553057348298e-18,"5","KRT86",0.078
"MIR155HG1",1.16977002214587e-22,1.9649593477137,0.17,0.061,2.27894595714458e-18,"5","MIR155HG",0.109
"MKI672",1.27600386946653e-22,2.24607220724215,0.131,0.041,2.4859107384947e-18,"5","MKI67",0.09
"RGS22",2.92256556273377e-22,0.951655105468932,0.533,0.354,5.69374222931792e-18,"5","RGS2",0.179
"TNFRSF1B1",3.1634153489696e-22,0.884810447968861,0.485,0.303,6.16296578286258e-18,"5","TNFRSF1B",0.182
"FABP52",3.69061086113094e-22,1.21188752321133,0.362,0.195,7.19004807965529e-18,"5","FABP5",0.167
"LIMS12",4.2741012545711e-22,1.12597526739192,0.4,0.228,8.32680406415543e-18,"5","LIMS1",0.172
"PTPRC2",4.3828931096281e-22,0.382600371763059,0.988,0.973,8.53875235617747e-18,"5","PTPRC",0.015
"SIPA1L12",4.92182586889284e-22,1.37814367391706,0.289,0.141,9.58870115777703e-18,"5","SIPA1L1",0.148
"LINC01480",6.14094520048765e-22,2.92400833568151,0.055,0.009,1.196378943959e-17,"5","LINC01480",0.046
"GNG53",7.99287363525324e-22,1.10466335734713,0.455,0.29,1.55717164162004e-17,"5","GNG5",0.165
"GOLIM42",8.55054576747488e-22,1.70352223346668,0.16,0.056,1.66581732641946e-17,"5","GOLIM4",0.104
"NCF41",9.4858730631935e-22,1.91542448946081,0.129,0.04,1.84803779017136e-17,"5","NCF4",0.089
"DNPH11",1.12968411474434e-21,1.48851718906399,0.23,0.1,2.20085059234493e-17,"5","DNPH1",0.13
"PIGR1",1.23444895584161e-21,1.83699869367587,0.107,0.029,2.40495345577062e-17,"5","PIGR",0.078
"CTSB1",1.34747825737393e-21,1.12176918770395,0.315,0.157,2.62515714101589e-17,"5","CTSB",0.158
"FGF2",1.65846668443485e-21,5.71060469757232,0.01,0,3.23102479461598e-17,"5","FGF2",0.01
"ETV7",1.80933425873714e-21,2.12564219685116,0.093,0.024,3.5249450028717e-17,"5","ETV7",0.069
"EPCAM1",2.06315758003181e-21,2.29319629383073,0.061,0.011,4.01944359741797e-17,"5","EPCAM",0.05
"PLS3",2.40735642405492e-21,3.68954308204449,0.032,0.003,4.69001178534379e-17,"5","PLS3",0.029
"ARPC23",4.34564233237602e-21,0.553848212757905,0.842,0.757,8.46618039193497e-17,"5","ARPC2",0.085
"SMCO41",6.51276623669046e-21,2.12564219685116,0.089,0.022,1.26881711823204e-16,"5","SMCO4",0.067
"EIF2AK22",7.60744098849843e-21,1.2375125293513,0.372,0.213,1.48208165337926e-16,"5","EIF2AK2",0.159
"IQGAP13",1.26293553190631e-20,0.845270235189496,0.638,0.518,2.46045100325987e-16,"5","IQGAP1",0.12
"TIAM11",1.61665106787339e-20,1.66413026777282,0.174,0.067,3.14955961043094e-16,"5","TIAM1",0.107
"DEK3",1.77446782166361e-20,0.928333136314221,0.651,0.526,3.45701821016505e-16,"5","DEK",0.125
"STAT12",1.90896265654924e-20,0.914601152061447,0.558,0.396,3.71904104748922e-16,"5","STAT1",0.162
"ASPM1",2.13774814678614e-20,2.36653762541571,0.095,0.025,4.16476093956876e-16,"5","ASPM",0.07
"ZC3H12D",2.32560792990836e-20,1.29479009348562,0.228,0.1,4.53074936904748e-16,"5","ZC3H12D",0.128
"HTRA11",2.39694526474251e-20,2.96867285051276,0.042,0.006,4.66972876477137e-16,"5","HTRA1",0.036
"ANXA53",2.49114833516408e-20,1.1820487182802,0.366,0.21,4.85325518656666e-16,"5","ANXA5",0.156
"ZFHX31",3.1115586492028e-20,2.28176139876844,0.065,0.013,6.06193856037689e-16,"5","ZFHX3",0.052
"KIF151",3.20150451872818e-20,2.98712233276973,0.051,0.008,6.23717110338624e-16,"5","KIF15",0.043
"BUB1B2",3.25986605691672e-20,2.46429364932965,0.063,0.012,6.35087105208515e-16,"5","BUB1B",0.051
"BST22",3.67567192272716e-20,0.929407917589067,0.428,0.257,7.16094403985704e-16,"5","BST2",0.171
"AL138828.1",3.72598953872725e-20,4.71060469757232,0.016,0.001,7.25897281934843e-16,"5","AL138828.1",0.015
"CRMP1",3.81085101785481e-20,4.33209307431859,0.016,0.001,7.42429995298473e-16,"5","CRMP1",0.015
"UBE2C1",4.02325593906445e-20,2.46396472998919,0.063,0.013,7.83810722048536e-16,"5","UBE2C",0.05
"CENPF2",4.20113552562428e-20,2.0300939895426,0.16,0.059,8.18465223102121e-16,"5","CENPF",0.101
"AHR",4.81356478141991e-20,1.30522416786362,0.234,0.106,9.37778690716227e-16,"5","AHR",0.128
"BTG31",6.2382971599668e-20,1.15970403292479,0.331,0.178,1.21534505270473e-15,"5","BTG3",0.153
"MAF2",8.92442089981786e-20,1.16536847516677,0.473,0.315,1.73865567970252e-15,"5","MAF",0.158
"PKIA",9.05922585224809e-20,1.85753680146994,0.113,0.034,1.76491838053497e-15,"5","PKIA",0.079
"AGR21",9.34689588314797e-20,1.87771468340757,0.109,0.032,1.82096225595489e-15,"5","AGR2",0.077
"TP53INP1",1.14712721127584e-19,1.38098806885325,0.194,0.079,2.23483323300758e-15,"5","TP53INP1",0.115
"CXCR42",1.17644065236073e-19,0.656704488248466,0.733,0.593,2.29194167892917e-15,"5","CXCR4",0.14
"PARP92",1.36537378977441e-19,1.2292513649885,0.265,0.126,2.66002121723851e-15,"5","PARP9",0.139
"TPM32",1.36990124477852e-19,0.66135342635788,0.772,0.693,2.6688416050775e-15,"5","TPM3",0.0790000000000001
"CD522",1.38145352431582e-19,0.57678174590955,0.869,0.769,2.69134775607209e-15,"5","CD52",0.1
"CCNB2",1.40276704960926e-19,2.61544746453198,0.048,0.008,2.73287076604875e-15,"5","CCNB2",0.04
"LY6E2",2.11797763952584e-19,1.03390634475912,0.479,0.328,4.12624403732425e-15,"5","LY6E",0.151
"FOXM1",2.25693773952236e-19,2.40525948688056,0.059,0.011,4.39696610413746e-15,"5","FOXM1",0.048
"HMGB12",2.78716624969212e-19,0.587012379541255,0.964,0.909,5.42995728765019e-15,"5","HMGB1",0.0549999999999999
"RHOA4",2.93176015396569e-19,0.756874513763368,0.63,0.503,5.71165513195596e-15,"5","RHOA",0.127
"BATF",6.59436361486647e-19,1.1405518785185,0.305,0.161,1.28471391944829e-14,"5","BATF",0.144
"TAP12",7.15723466273742e-19,0.942637368364858,0.463,0.306,1.3943724569945e-14,"5","TAP1",0.157
"LINC00158",8.30755679423821e-19,3.58132168062735,0.024,0.002,1.61847821465349e-14,"5","LINC00158",0.022
"AGFG1",1.06116387429129e-18,1.28382386522533,0.273,0.137,2.06735945989428e-14,"5","AGFG1",0.136
"TANK1",1.17192969610593e-18,1.05509814805867,0.448,0.293,2.28315343395357e-14,"5","TANK",0.155
"MELK1",1.47498483385733e-18,2.77899167255257,0.044,0.007,2.87356545332085e-14,"5","MELK",0.037
"KRT82",1.52502670275189e-18,1.49246174923723,0.121,0.04,2.97105702230124e-14,"5","KRT8",0.081
"TPX22",1.52624392532445e-18,2.12036725481049,0.087,0.023,2.9734284153171e-14,"5","TPX2",0.064
"NPDC12",1.57342577860377e-18,1.98059186404788,0.085,0.022,3.06534810187587e-14,"5","NPDC1",0.063
"CDK62",1.65588897192752e-18,1.27142768537284,0.323,0.179,3.22600289510919e-14,"5","CDK6",0.144
"KCNK5",1.81344263238172e-18,2.68001637773889,0.053,0.01,3.53294893640607e-14,"5","KCNK5",0.043
"IFIT31",2.31411548299274e-18,2.58219896556827,0.085,0.023,4.50835978396646e-14,"5","IFIT3",0.062
"HNRNPM3",2.48270418234918e-18,0.804018019184405,0.574,0.434,4.83680428805267e-14,"5","HNRNPM",0.14
"WARS1",3.35695340117531e-18,1.73631481667821,0.131,0.046,6.54001661616974e-14,"5","WARS",0.085
"FRMD4B",4.13657507773359e-18,1.3115180187808,0.192,0.081,8.05887556644059e-14,"5","FRMD4B",0.111
"MS4A6A",5.92706316066944e-18,3.36010745048818,0.038,0.006,1.15471044496162e-13,"5","MS4A6A",0.032
"PFKFB3",6.19830585182414e-18,1.37327257560341,0.22,0.102,1.20755394605238e-13,"5","PFKFB3",0.118
"MIR3142HG",6.38049525835361e-18,2.17087145084416,0.079,0.02,1.24304808623245e-13,"5","MIR3142HG",0.059
"CDYL21",7.1231527525909e-18,1.86547312471176,0.105,0.033,1.38773261925976e-13,"5","CDYL2",0.072
"PRRG41",7.3956242546534e-18,1.97183686077212,0.065,0.015,1.44081551729158e-13,"5","PRRG4",0.05
"KIF11",7.95007802290959e-18,2.26743405930938,0.081,0.021,1.54883420042325e-13,"5","KIF11",0.06
"KRT191",9.69181824799924e-18,1.34203587756616,0.113,0.036,1.88816003107521e-13,"5","KRT19",0.077
"LAIR21",1.98951447530289e-17,1.58568484215503,0.141,0.052,3.8759721007851e-13,"5","LAIR2",0.089
"PGAM12",3.22586868838547e-17,1.15789639585579,0.347,0.206,6.28463737871258e-13,"5","PGAM1",0.141
"TNFSF101",3.39508197244941e-17,1.20665852925462,0.309,0.171,6.61429869872594e-13,"5","TNFSF10",0.138
"EIF2S22",4.17940911174323e-17,0.797967577274658,0.503,0.339,8.14232483149816e-13,"5","EIF2S2",0.164
"PIM3",4.49610047756591e-17,1.14833186208972,0.311,0.172,8.75930295039391e-13,"5","PIM3",0.139
"GK-AS1",4.54906419412698e-17,3.40394335933826,0.028,0.003,8.86248686299817e-13,"5","GK-AS1",0.025
"HSPA12A",4.61438091232401e-17,3.27450558276564,0.028,0.003,8.98973689338964e-13,"5","HSPA12A",0.025
"COTL11",4.89841864629858e-17,0.795764630832559,0.578,0.444,9.54309920671889e-13,"5","COTL1",0.134
"TSPAN131",5.32890240672414e-17,2.94506995120934,0.032,0.004,1.038176766878e-12,"5","TSPAN13",0.028
"TTL",5.54951743058096e-17,1.33466957175266,0.156,0.061,1.08115698582578e-12,"5","TTL",0.095
"MAST4",9.17646482917266e-17,1.55242809200546,0.168,0.071,1.78775887801942e-12,"5","MAST4",0.097
"E2F8",1.00831479571172e-16,2.99439766357291,0.032,0.004,1.96439888500557e-12,"5","E2F8",0.028
"HNRNPLL",1.06312363681456e-16,1.10740784812915,0.271,0.139,2.07117746924212e-12,"5","HNRNPLL",0.132
"PHEX",1.06930924405977e-16,3.76718822593868,0.02,0.002,2.08322826927725e-12,"5","PHEX",0.018
"HIVEP31",1.09109234786181e-16,1.4424206027229,0.178,0.076,2.12566611210438e-12,"5","HIVEP3",0.102
"DUSP161",1.18208713713909e-16,1.1975780980987,0.287,0.156,2.30294216057438e-12,"5","DUSP16",0.131
"LUM1",1.3000191047754e-16,2.32760102593319,0.051,0.01,2.53269721992344e-12,"5","LUM",0.041
"MCAM1",1.32522329944251e-16,1.95571719540885,0.079,0.021,2.58180003197391e-12,"5","MCAM",0.058
"RASD2",1.34569318248873e-16,4.71060469757232,0.01,0,2.62167945812455e-12,"5","RASD2",0.01
"ATP5ME2",1.44567870018093e-16,0.757376432206041,0.547,0.406,2.81647124369249e-12,"5","ATP5ME",0.141
"IL2RG2",1.45260129900594e-16,0.667733211643737,0.618,0.472,2.82995785072338e-12,"5","IL2RG",0.146
"NFE2L21",2.12759099376079e-16,0.897472054372894,0.451,0.303,4.14497277404477e-12,"5","NFE2L2",0.148
"NINJ11",2.23790859424844e-16,1.4400757551916,0.172,0.073,4.35989352331481e-12,"5","NINJ1",0.099
"INPP5F1",4.19603433998382e-16,1.76793787263827,0.113,0.039,8.17471410115648e-12,"5","INPP5F",0.074
"TRIB1",4.28205516712498e-16,1.8423353959911,0.081,0.023,8.34229987659288e-12,"5","TRIB1",0.058
"CTHRC1",4.36893426052891e-16,2.8874824596564,0.036,0.006,8.51155772636243e-12,"5","CTHRC1",0.03
"CFLAR2",4.61764502882343e-16,0.694925657577977,0.606,0.477,8.9960960451538e-12,"5","CFLAR",0.129
"AC004585.11",5.1557209408761e-16,1.70204268406889,0.097,0.031,1.00443755370148e-11,"5","AC004585.1",0.066
"SMC42",6.52052828307453e-16,1.17187362242014,0.352,0.213,1.27032932010858e-11,"5","SMC4",0.139
"AC004817.31",6.83473692783557e-16,2.51795961962992,0.048,0.01,1.33154344828093e-11,"5","AC004817.3",0.038
"COL5A21",7.51699584905416e-16,2.59130576919997,0.04,0.007,1.46446113131273e-11,"5","COL5A2",0.033
"GAB2",9.16220810899605e-16,2.59512748015238,0.048,0.01,1.78498138379461e-11,"5","GAB2",0.038
"SRP142",9.93221371548906e-16,0.513656255173241,0.824,0.757,1.93499387605158e-11,"5","SRP14",0.0669999999999999
"TBXAS11",1.1304036539241e-15,1.79393308117121,0.087,0.026,2.20225239857494e-11,"5","TBXAS1",0.061
"PBK1",1.13973553514679e-15,2.38021502393676,0.046,0.009,2.22043276957299e-11,"5","PBK",0.037
"S100A141",1.35120441125937e-15,2.48409616776364,0.036,0.006,2.63241643401551e-11,"5","S100A14",0.03
"ARL31",1.44459743810721e-15,1.60285484217699,0.152,0.063,2.81436472892047e-11,"5","ARL3",0.089
"TSIX1",2.22196859011383e-15,1.37233375282144,0.119,0.043,4.32883920725976e-11,"5","TSIX",0.076
"NEAT11",2.23500650439e-15,0.34340471427724,0.956,0.916,4.3542396718526e-11,"5","NEAT1",0.0399999999999999
"RYR2",3.02725183824373e-15,3.44757029173852,0.022,0.002,5.89769203126644e-11,"5","RYR2",0.02
"DLGAP51",4.69016674771201e-15,2.61795540960664,0.044,0.009,9.13738285789254e-11,"5","DLGAP5",0.035
"PSME23",4.69312953385676e-15,0.758773610684067,0.531,0.397,9.14315495785974e-11,"5","PSME2",0.134
"EVC",4.71523145264381e-15,3.6464743601526,0.018,0.002,9.18621391604068e-11,"5","EVC",0.016
"ATXN11",4.79255135704582e-15,0.873777801811631,0.463,0.325,9.33684855379666e-11,"5","ATXN1",0.138
"ASXL22",6.36813103869291e-15,0.961293912986281,0.352,0.217,1.24063928895815e-10,"5","ASXL2",0.135
"KIF2C",6.71539432039949e-15,2.23255740076767,0.046,0.009,1.30829312150023e-10,"5","KIF2C",0.037
"CD62",7.57636935702331e-15,0.876408163296071,0.457,0.323,1.47602827813528e-10,"5","CD6",0.134
"COL1A21",9.40451266530086e-15,1.67529782883636,0.117,0.043,1.83218715745391e-10,"5","COL1A2",0.074
"NCAPG1",9.53241328417595e-15,2.30121376143462,0.059,0.014,1.85710475602316e-10,"5","NCAPG",0.045
"SHCBP1",1.0190984028235e-14,2.51129588934891,0.042,0.008,1.98540750838074e-10,"5","SHCBP1",0.034
"EVI5",1.04688855176583e-14,2.27566764085577,0.044,0.009,2.03954827655019e-10,"5","EVI5",0.035
"SEM13",1.1590097496618e-14,0.834746211714488,0.459,0.333,2.25798279429112e-10,"5","SEM1",0.126
"LGALS91",1.31332401315758e-14,1.51818733568136,0.145,0.061,2.55861784243359e-10,"5","LGALS9",0.084
"CD3D2",1.47500818686319e-14,0.483819099385429,0.846,0.741,2.87361094964687e-10,"5","CD3D",0.105
"LYST2",1.62979737374883e-14,0.863353177260188,0.432,0.298,3.17517124353748e-10,"5","LYST",0.134
"KSR2",1.76620486812309e-14,3.52618012643489,0.018,0.002,3.44092032407741e-10,"5","KSR2",0.016
"KIF14",1.82733002632601e-14,2.4375862031659,0.048,0.01,3.56000435728834e-10,"5","KIF14",0.038
"POMP2",2.45433634368622e-14,0.847693462457898,0.457,0.324,4.78153806476948e-10,"5","POMP",0.133
"PSME13",2.98066877489289e-14,0.509065878732216,0.703,0.593,5.80693890724633e-10,"5","PSME1",0.11
"CORO1C1",3.09655189568776e-14,1.73197834836488,0.085,0.027,6.0327024031789e-10,"5","CORO1C",0.058
"MAMLD1",3.36193746610713e-14,2.89117694321414,0.028,0.004,6.5497265714699e-10,"5","MAMLD1",0.024
"CCDC34",3.45690956828042e-14,1.882785672955,0.077,0.023,6.73475122092392e-10,"5","CCDC34",0.054
"VDAC12",3.63261840719082e-14,0.918324288175348,0.356,0.222,7.07706718088915e-10,"5","VDAC1",0.134
"IFI271",3.77275665295483e-14,1.52798462328164,0.087,0.028,7.3500845112866e-10,"5","IFI27",0.059
"NDFIP21",3.80402864141922e-14,1.28726037917293,0.147,0.062,7.41100859921292e-10,"5","NDFIP2",0.085
"PELI1",4.38534145997847e-14,1.22327719997329,0.202,0.1,8.54352223233005e-10,"5","PELI1",0.102
"ZWINT",4.6102416521963e-14,2.11814766030424,0.053,0.012,8.98167278680884e-10,"5","ZWINT",0.041
"AL138720.1",5.09083354912619e-14,3.71060469757232,0.016,0.001,9.91796192040765e-10,"5","AL138720.1",0.015
"POU2AF1",5.23172963513088e-14,3.2411194142711,0.022,0.003,1.0192455675162e-09,"5","POU2AF1",0.019
"VOPP11",5.52608120871787e-14,1.06177722169991,0.275,0.156,1.07659114108242e-09,"5","VOPP1",0.119
"IKZF4",5.56619235020255e-14,1.68954308204449,0.093,0.031,1.08440559366646e-09,"5","IKZF4",0.062
"OAS22",5.60022141754123e-14,1.34167912314778,0.2,0.098,1.09103513656538e-09,"5","OAS2",0.102
"MYL12B3",5.6747681646176e-14,0.448930404393949,0.772,0.696,1.1055583338308e-09,"5","MYL12B",0.0760000000000001
"PDE4B1",5.89671079038113e-14,0.732483797633029,0.471,0.33,1.14879719618205e-09,"5","PDE4B",0.141
"BCL2L112",5.99977573485185e-14,1.16763628551579,0.228,0.119,1.16887630866384e-09,"5","BCL2L11",0.109
"PAM1",6.0962763969707e-14,1.41531172918842,0.133,0.054,1.18767656765783e-09,"5","PAM",0.079
"CLSPN2",6.46846859325506e-14,1.82796164821048,0.085,0.027,1.26018705133795e-09,"5","CLSPN",0.058
"CSF21",6.64140092590852e-14,1.57630360586073,0.04,0.008,1.2938777283855e-09,"5","CSF2",0.032
"MCM21",7.1564707020862e-14,1.839119438095,0.071,0.02,1.39422362218043e-09,"5","MCM2",0.051
"CBX3",7.38302838915651e-14,0.669662498894271,0.584,0.479,1.43836159077547e-09,"5","CBX3",0.105
"PHACTR21",7.81240274905101e-14,0.927537474140036,0.323,0.194,1.52201230357012e-09,"5","PHACTR2",0.129
"OASL2",8.43942727210415e-14,1.34029525315713,0.206,0.104,1.64416922115133e-09,"5","OASL",0.102
"ACTA21",9.78180936994905e-14,1.54585993523568,0.103,0.037,1.90569210145347e-09,"5","ACTA2",0.066
"FAM129A2",1.0690973443451e-13,0.855499557751219,0.384,0.242,2.08281544625313e-09,"5","FAM129A",0.142
"ADCY31",1.07428030876097e-13,1.42520247871007,0.115,0.044,2.09291289752812e-09,"5","ADCY3",0.071
"NFKB11",1.09167532898264e-13,1.0209560892835,0.345,0.22,2.12680187592398e-09,"5","NFKB1",0.125
"ZNF2671",1.14146007672094e-13,1.00157108929323,0.277,0.158,2.22379252146773e-09,"5","ZNF267",0.119
"STAT5A",1.15359965951165e-13,1.18194963775311,0.263,0.149,2.2474428566606e-09,"5","STAT5A",0.114
"HIST1H1B1",1.15886372246018e-13,2.13425532715587,0.063,0.017,2.25769830409692e-09,"5","HIST1H1B",0.046
"KIF231",1.18869991291758e-13,2.6087250835531,0.046,0.01,2.31582517034604e-09,"5","KIF23",0.036
"C2orf48",1.20966333410852e-13,3.34803461818761,0.022,0.003,2.35666610751022e-09,"5","C2orf48",0.019
"BICDL11",1.3960392866304e-13,0.906375876501432,0.279,0.156,2.71976373821335e-09,"5","BICDL1",0.123
"ACTB3",1.45530288140009e-13,0.313709430026492,0.998,0.995,2.83522107354366e-09,"5","ACTB",0.003
"CFL13",1.73333258116284e-13,0.395084024049432,0.923,0.885,3.37687853462144e-09,"5","CFL1",0.038
"DGKH1",1.88588605842264e-13,1.04397025928319,0.244,0.132,3.67408321901898e-09,"5","DGKH",0.112
"COL9A2",1.90326774473906e-13,2.3157450802311,0.044,0.01,3.70794622030064e-09,"5","COL9A2",0.034
"GZMB2",1.99735880598005e-13,0.704056687132621,0.297,0.168,3.89125442581034e-09,"5","GZMB",0.129
"HJURP1",2.23688419118376e-13,2.56764674373027,0.034,0.006,4.35789778126421e-09,"5","HJURP",0.028
"AP2B12",2.39212006612503e-13,0.84781738470381,0.428,0.294,4.66032831282477e-09,"5","AP2B1",0.134
"CDKN31",2.40698950400407e-13,2.30342931606644,0.059,0.015,4.68929695170072e-09,"5","CDKN3",0.044
"CEP55",2.49960026187459e-13,2.06674850779759,0.059,0.015,4.86972123018408e-09,"5","CEP55",0.044
"LMCD1",2.54166253706849e-13,2.17662612556996,0.042,0.009,4.95166695471683e-09,"5","LMCD1",0.033
"SERBP12",2.86596221018471e-13,0.593999346347296,0.661,0.593,5.58346757788185e-09,"5","SERBP1",0.0680000000000001
"IFIT1",3.20236488833847e-13,2.58677611071946,0.057,0.015,6.23884727546101e-09,"5","IFIT1",0.042
"RPS261",3.44840501461865e-13,0.519065547111504,0.719,0.639,6.71818264948006e-09,"5","RPS26",0.08
"IFITM22",3.52145083144718e-13,0.695479388543109,0.638,0.558,6.8604905098254e-09,"5","IFITM2",0.08
"PCLAF2",3.72419661835527e-13,2.00244313205349,0.075,0.023,7.25547985187975e-09,"5","PCLAF",0.052
"DPF32",3.8991611064339e-13,1.84387122843578,0.073,0.022,7.59634566755452e-09,"5","DPF3",0.051
"LAMP3",3.95092031219995e-13,2.92210880276603,0.03,0.005,7.69718295222795e-09,"5","LAMP3",0.025
"IL17A1",4.02058741585924e-13,5.38998280018558,0.026,0.004,7.83290840357697e-09,"5","IL17A",0.022
"NEIL3",4.07279472343895e-13,2.6547514628388,0.032,0.006,7.93461868020376e-09,"5","NEIL3",0.026
"NR5A21",4.16434502732058e-13,2.92924498404766,0.026,0.004,8.11297698222595e-09,"5","NR5A2",0.022
"TTK",4.37141305333991e-13,2.28274315793589,0.036,0.007,8.5163869105168e-09,"5","TTK",0.029
"PLSCR11",4.39740215686114e-13,1.1109528113488,0.178,0.084,8.56701888199688e-09,"5","PLSCR1",0.094
"SMAP2",4.47069843928623e-13,0.879662955197096,0.469,0.355,8.70981469941743e-09,"5","SMAP2",0.114
"PLPP11",5.01588373254541e-13,1.75387215147649,0.085,0.028,9.77194468774496e-09,"5","PLPP1",0.057
"CFAP57",5.0700322151743e-13,3.62314185632198,0.014,0.001,9.87743676160258e-09,"5","CFAP57",0.013
"AFF2",5.0700322151743e-13,3.62314185632198,0.014,0.001,9.87743676160258e-09,"5","AFF2",0.013
"CCDC61",5.13867430076986e-13,1.26170374642719,0.184,0.09,1.00111652727598e-08,"5","CCDC6",0.094
