"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","pct.diff"
"FXYD5",4.00293638142445e-189,0.472551328827037,0.46,0.299,9.82480705456816e-185,"0","FXYD5",0.161
"PCM1",1.67102778162773e-188,0.489558998550929,0.502,0.352,4.10137058722709e-184,"0","PCM1",0.15
"MACF1",4.6770724908506e-188,0.48078142221876,0.545,0.382,1.14794067215437e-183,"0","MACF1",0.163
"SOCS1",3.23301258030024e-187,0.512216065958875,0.343,0.169,7.9351060770889e-183,"0","SOCS1",0.174
"CBLB",2.4796255650205e-185,0.58996183311947,0.321,0.158,6.08599298678631e-181,"0","CBLB",0.163
"OTUD6B-AS1",1.54411770967469e-184,0.553892145959875,0.355,0.19,3.78988250662557e-180,"0","OTUD6B-AS1",0.165
"EIF5",1.86716569107584e-183,0.393889535630285,0.665,0.523,4.58277147217655e-179,"0","EIF5",0.142
"STK4",7.68910906376117e-183,0.282430724312428,0.663,0.477,1.88721492860954e-178,"0","STK4",0.186
"RGS1",5.07259773300992e-182,0.618873656413532,0.424,0.221,1.24501838758995e-177,"0","RGS1",0.203
"PDE7A",2.77308538360979e-180,0.436316944968653,0.401,0.224,6.80626076553187e-176,"0","PDE7A",0.177
"ANAPC16",5.31886709696565e-180,0.444803973984394,0.491,0.35,1.30546274027925e-175,"0","ANAPC16",0.141
"HSPA1B",1.70673622880593e-177,0.658513239778385,0.656,0.519,4.18901339998127e-173,"0","HSPA1B",0.137
"GSTK1",2.03184161856523e-177,0.495525721190817,0.421,0.271,4.98695206860649e-173,"0","GSTK1",0.15
"YME1L1",2.94814112741549e-177,0.513266961794327,0.599,0.475,7.23591758312858e-173,"0","YME1L1",0.124
"RGCC",1.21580253476308e-176,0.599493896164495,0.366,0.19,2.9840657413225e-172,"0","RGCC",0.176
"HNRNPA2B1",6.74632046697313e-176,0.316977725616756,0.912,0.782,1.65581689541389e-171,"0","HNRNPA2B1",0.13
"NR3C1",2.96661899926175e-175,0.4603041077848,0.502,0.331,7.28126967178805e-171,"0","NR3C1",0.171
"PAXX",9.32937571469169e-175,0.515329407370749,0.331,0.178,2.28980197541393e-170,"0","PAXX",0.153
"ABHD17A",9.88204791412127e-175,0.507621051542297,0.357,0.206,2.42544984004193e-170,"0","ABHD17A",0.151
"MLLT6",8.19557394283908e-173,0.378907276291905,0.415,0.253,2.01152166853043e-168,"0","MLLT6",0.162
"CD84",2.46308269201935e-172,0.50127456317464,0.295,0.129,6.0453901592923e-168,"0","CD84",0.166
"TTC14",1.7627992988474e-171,0.512654445636206,0.334,0.179,4.32661459909107e-167,"0","TTC14",0.155
"UBC",1.79907818961501e-170,0.296571952800194,0.909,0.789,4.41565750859109e-166,"0","UBC",0.12
"SATB1",5.13905962607784e-170,0.439076776780098,0.32,0.153,1.26133079462455e-165,"0","SATB1",0.167
"C9orf78",1.41638370340823e-169,0.48530236549735,0.396,0.247,3.47637216164516e-165,"0","C9orf78",0.149
"EIF3K",1.02622922684271e-168,0.397678306295586,0.548,0.409,2.51877701436274e-164,"0","EIF3K",0.139
"GLS",1.35390439645524e-167,0.405896619453374,0.575,0.433,3.32302295065974e-163,"0","GLS",0.142
"LIMD2",5.60269869627531e-167,0.366498996315732,0.473,0.29,1.37512636801381e-162,"0","LIMD2",0.183
"IL16",1.23263305142192e-166,0.421236854976475,0.273,0.115,3.02537456140997e-162,"0","IL16",0.158
"BIN2",8.54592692668094e-166,0.307676531739247,0.338,0.159,2.09751230488457e-161,"0","BIN2",0.179
"GNG2",2.2537431406605e-163,0.316870277227409,0.345,0.166,5.53158716443714e-159,"0","GNG2",0.179
"CCND3",5.85968546542882e-163,0.402569977119562,0.324,0.166,1.43820120063485e-158,"0","CCND3",0.158
"CCDC66",4.54131518773407e-161,0.455893950622356,0.251,0.106,1.11462039967745e-156,"0","CCDC66",0.145
"CLK1",2.13140220626295e-158,0.380851505297186,0.612,0.478,5.23131357505178e-154,"0","CLK1",0.134
"H2AFX",4.48663668988067e-158,0.561300903878201,0.381,0.233,1.10120010916431e-153,"0","H2AFX",0.148
"ORMDL1",1.68604760900387e-156,0.472360494266139,0.366,0.226,4.13823525153911e-152,"0","ORMDL1",0.14
"KIF2A",1.86333005761094e-156,0.462843755491065,0.315,0.17,4.57335729340029e-152,"0","KIF2A",0.145
"PRRC2C",3.4790003436392e-156,0.283379950174169,0.774,0.622,8.53885844342804e-152,"0","PRRC2C",0.152
"EIF3E",7.27543407624292e-156,0.363507984808257,0.599,0.463,1.78568253967306e-151,"0","EIF3E",0.136
"UTRN",2.06690695286868e-155,0.435893186857453,0.492,0.342,5.07301642512088e-151,"0","UTRN",0.15
"PRPF4B",3.11848456065535e-155,0.484407448309273,0.503,0.382,7.65400850567249e-151,"0","PRPF4B",0.121
"DHX36",1.19631030489758e-154,0.459787139897631,0.507,0.383,2.93622401234063e-150,"0","DHX36",0.124
"APRT",3.27159138206061e-154,0.426466395254353,0.47,0.334,8.02979388812956e-150,"0","APRT",0.136
"SRRM2",6.55994157452611e-154,0.305746953361749,0.697,0.554,1.61007206005169e-149,"0","SRRM2",0.143
"TRA2B",1.02272506414882e-153,0.380811285891349,0.656,0.523,2.51017639744687e-149,"0","TRA2B",0.133
"OFD1",2.89238529439493e-153,0.458007056483679,0.36,0.213,7.09907046656292e-149,"0","OFD1",0.147
"ZFAS1",6.06784540064108e-153,0.333456950279306,0.629,0.482,1.48929197513335e-148,"0","ZFAS1",0.147
"AC058791.1",6.79749500227752e-152,0.520935269484088,0.356,0.202,1.66837717335899e-147,"0","AC058791.1",0.154
"CYFIP2",7.46592461672666e-151,0.360483499322606,0.288,0.131,1.83243653792939e-146,"0","CYFIP2",0.157
"TERF2IP",9.46184937369786e-148,0.421478024469469,0.457,0.321,2.3223163102804e-143,"0","TERF2IP",0.136
"EIF3G",2.63332708278098e-147,0.444373979694359,0.449,0.327,6.46323799197764e-143,"0","EIF3G",0.122
"THUMPD3-AS1",2.79388703214419e-147,0.428804323938099,0.394,0.246,6.8573163316947e-143,"0","THUMPD3-AS1",0.148
"EML4",1.66214061796095e-146,0.305385655015449,0.511,0.367,4.07955793272335e-142,"0","EML4",0.144
"PNN",2.36631429113505e-145,0.436593184007882,0.495,0.368,5.80788179616186e-141,"0","PNN",0.127
"GABPB1-AS1",1.37751154100087e-143,0.546781754372128,0.299,0.157,3.38096432623255e-139,"0","GABPB1-AS1",0.142
"HNRNPUL1",4.09976415144159e-142,0.422771738525053,0.493,0.371,1.00624611332982e-137,"0","HNRNPUL1",0.122
"ILF3-DT",1.05842982666048e-140,0.324955183973255,0.344,0.186,2.59781016655549e-136,"0","ILF3-DT",0.158
"CEP85L",7.004739353694e-140,0.391686650751378,0.252,0.114,1.71924322697066e-135,"0","CEP85L",0.138
"H1FX",2.07660584680114e-138,0.481190610675178,0.371,0.234,5.09682139038872e-134,"0","H1FX",0.137
"CHD3",1.29570258768435e-137,0.415546468928252,0.329,0.191,3.18017243121246e-133,"0","CHD3",0.138
"TUT4",1.65779007878394e-137,0.426816701317393,0.399,0.26,4.06887996936729e-133,"0","TUT4",0.139
"CENPC",1.87167150626854e-136,0.458666325977907,0.306,0.171,4.59383054498551e-132,"0","CENPC",0.135
"CMC1",3.47005945953325e-136,0.874653227811396,0.271,0.146,8.51691393747841e-132,"0","CMC1",0.125
"SEPT9",8.19855780770858e-136,0.429001662639307,0.423,0.298,2.01225402832399e-131,"0","SEPT9",0.125
"SLC38A2",1.06099116434229e-135,0.358367371359032,0.692,0.57,2.60409671376172e-131,"0","SLC38A2",0.122
"VAMP2",5.46659762335758e-135,0.280598508105372,0.414,0.266,1.34172172067689e-130,"0","VAMP2",0.148
"HSP90AB1",4.96063179139156e-134,0.33866731558299,0.861,0.676,1.21753746687914e-129,"0","HSP90AB1",0.185
"SKP1",1.23243433108797e-133,0.313858127691623,0.643,0.524,3.02488682222231e-129,"0","SKP1",0.119
"PSIP1",1.52720664785978e-133,0.412451362166424,0.378,0.242,3.74837599650704e-129,"0","PSIP1",0.136
"ATF7IP",1.60901184780632e-133,0.445676546729638,0.421,0.291,3.94915867925584e-129,"0","ATF7IP",0.13
"SIGIRR",8.08653762690888e-132,0.41887024562259,0.252,0.124,1.98475979514852e-127,"0","SIGIRR",0.128
"C1orf56",1.44346714057258e-131,0.348486939720103,0.312,0.164,3.54284574982134e-127,"0","C1orf56",0.148
"IRF3",1.15059371576621e-130,0.476815215272313,0.337,0.212,2.82401721597658e-126,"0","IRF3",0.125
"ARHGAP45",1.88480396812269e-130,0.337556273506242,0.303,0.161,4.62606285936034e-126,"0","ARHGAP45",0.142
"MYCBP2",1.97407022439028e-130,0.385462456947191,0.518,0.403,4.84515795874351e-126,"0","MYCBP2",0.115
"HP1BP3",1.58444571926088e-129,0.370659892145263,0.513,0.397,3.8888635733539e-125,"0","HP1BP3",0.116
"SOD1",5.16638560908641e-129,0.335217408223836,0.562,0.43,1.26803768389417e-124,"0","SOD1",0.132
"CWF19L2",5.75738862535115e-128,0.467002798817752,0.312,0.183,1.41309346420619e-123,"0","CWF19L2",0.129
"DGKZ",5.93181706307687e-128,0.415709344234213,0.258,0.131,1.45590517996159e-123,"0","DGKZ",0.127
"ARHGAP30",6.2676429004582e-128,0.354288716118348,0.351,0.206,1.53833027348846e-123,"0","ARHGAP30",0.145
"CDKN1B",6.57757493176279e-128,0.489583610866416,0.39,0.265,1.61439999125186e-123,"0","CDKN1B",0.125
"POLR2A",6.78716840171736e-127,0.430539614007304,0.435,0.317,1.66584261251751e-122,"0","POLR2A",0.118
"BCL2",9.61689473318219e-127,0.45065246104865,0.298,0.163,2.36037064331224e-122,"0","BCL2",0.135
"HSPA1A",2.63436572939893e-126,0.636228107967375,0.64,0.521,6.46578724623672e-122,"0","HSPA1A",0.119
"WDR74",4.18893761286741e-126,0.433882039302045,0.311,0.18,1.02813284770218e-121,"0","WDR74",0.131
"ABRACL",7.03395618023712e-126,0.393517187479381,0.348,0.217,1.7264142048774e-121,"0","ABRACL",0.131
"EPC1",1.09123970206661e-125,0.409870406383929,0.417,0.294,2.67833872475228e-121,"0","EPC1",0.123
"COX4I1",1.16967718915204e-124,0.251906186599795,0.71,0.543,2.87085569305476e-120,"0","COX4I1",0.167
"SRSF11",1.13548689836923e-123,0.3623184231894,0.564,0.455,2.78693904335743e-119,"0","SRSF11",0.109
"DOCK10",1.21784549431121e-123,0.41604667951759,0.319,0.186,2.98907998123744e-119,"0","DOCK10",0.133
"EIF3F",3.10698250076188e-123,0.380781524400805,0.469,0.364,7.62577784986995e-119,"0","EIF3F",0.105
"TSTD1",3.83833715183751e-123,0.37368080367421,0.3,0.17,9.42081470546999e-119,"0","TSTD1",0.13
"CHMP4A",4.39439528302808e-123,0.429942444175047,0.351,0.231,1.07856037826641e-118,"0","CHMP4A",0.12
"TENT5C",1.2899135384102e-122,0.459931478112318,0.312,0.175,3.165963788674e-118,"0","TENT5C",0.137
"DDX6",2.89858018122211e-122,0.382250186501823,0.474,0.362,7.11427519679153e-118,"0","DDX6",0.112
"RBMX",3.72188914165019e-121,0.37513036562681,0.538,0.426,9.13500470926623e-117,"0","RBMX",0.112
"MZT2A",5.72035557866094e-121,0.405583897300583,0.374,0.253,1.40400407322654e-116,"0","MZT2A",0.121
"TMC6",9.98612386635719e-121,0.408372281245328,0.267,0.141,2.45099424175871e-116,"0","TMC6",0.126
"TGFB1",5.18510241484685e-120,0.30565850598813,0.473,0.337,1.27263153670001e-115,"0","TGFB1",0.136
"ARL6IP5",9.05080059081117e-120,0.313647550465098,0.579,0.462,2.22142849700869e-115,"0","ARL6IP5",0.117
"NAP1L4",8.59916816812514e-119,0.462508280453213,0.376,0.263,2.11057983518464e-114,"0","NAP1L4",0.113
"ATP2B4",8.10323851421467e-118,0.411795009389047,0.307,0.178,1.98885886092885e-113,"0","ATP2B4",0.129
"DDX18",8.7232976277945e-118,0.364771527131221,0.51,0.406,2.14104616976588e-113,"0","DDX18",0.104
"ANKRD44",6.30324387830162e-116,0.256138495442016,0.46,0.305,1.54706817749035e-111,"0","ANKRD44",0.155
"MGAT4A",1.54142374684231e-114,0.369970275836402,0.296,0.167,3.78327044424978e-110,"0","MGAT4A",0.129
"RPS17",2.6392448255497e-114,0.30227292855435,0.554,0.434,6.47776249982918e-110,"0","RPS17",0.12
"TSC22D3",3.0711754810717e-114,0.304558144190772,0.595,0.447,7.53789310074239e-110,"0","TSC22D3",0.148
"LNPEP",6.02671773292961e-114,0.399971218886726,0.386,0.271,1.47919760037024e-109,"0","LNPEP",0.115
"RSRC2",9.55885106672551e-114,0.319754221506078,0.583,0.479,2.34612440581711e-109,"0","RSRC2",0.104
"TAF7",3.02998757464103e-113,0.283623451965828,0.483,0.347,7.43680150319894e-109,"0","TAF7",0.136
"PRMT2",3.22156048688682e-112,0.424491015964612,0.413,0.301,7.906998059015e-108,"0","PRMT2",0.112
"SNRPD2",7.68825088227403e-112,0.331804815490182,0.504,0.391,1.88700429654534e-107,"0","SNRPD2",0.113
"ASXL1",1.86582706440975e-110,0.429316957762187,0.344,0.229,4.57948594688729e-106,"0","ASXL1",0.115
"RNF19A",3.1555659478469e-109,0.50155120858107,0.438,0.327,7.74502106239544e-105,"0","RNF19A",0.111
"C6orf48",3.51540307571955e-109,0.417729212008624,0.368,0.259,8.62820530904607e-105,"0","C6orf48",0.109
"TAF1D",4.34187648458706e-107,0.306528400226293,0.545,0.435,1.06567016437705e-102,"0","TAF1D",0.11
"IER5L",7.07517353856907e-107,0.573214855490018,0.293,0.178,1.73653059330639e-102,"0","IER5L",0.115
"U2SURP",1.11527123528717e-105,0.408599139058556,0.405,0.308,2.73732171988884e-101,"0","U2SURP",0.097
"TNFAIP8",7.64619127463235e-105,0.290713480552276,0.399,0.272,1.87668118644576e-100,"0","TNFAIP8",0.127
"SENP7",8.08617526773861e-105,0.348384376855781,0.274,0.155,1.98467085771376e-100,"0","SENP7",0.119
"ATRX",1.3114130666919e-104,0.303138819343256,0.594,0.493,3.21873223088859e-100,"0","ATRX",0.101
"PPP1R2",1.81090027652767e-103,0.395435474339067,0.408,0.301,4.44467363870952e-99,"0","PPP1R2",0.107
"CCDC85B",2.81329005246693e-103,0.369298912441415,0.315,0.202,6.90493910477482e-99,"0","CCDC85B",0.113
"ZNF331",4.75975369610741e-103,0.419789184065816,0.419,0.271,1.1682339471726e-98,"0","ZNF331",0.148
"EPM2AIP1",1.20345275333713e-102,0.370574825236397,0.269,0.152,2.95375443779066e-98,"0","EPM2AIP1",0.117
"RHOF",1.74714739430815e-102,0.351696899100915,0.266,0.15,4.28819856458993e-98,"0","RHOF",0.116
"UXT",6.60226174680609e-102,0.351932340541837,0.415,0.318,1.62045912313609e-97,"0","UXT",0.097
"DIP2A",1.18758701310702e-101,0.436116442702778,0.277,0.168,2.91481356496988e-97,"0","DIP2A",0.109
"NDUFS5",2.27893347319143e-101,0.359711356096849,0.455,0.35,5.59341431660104e-97,"0","NDUFS5",0.105
"AKAP9",1.52643662537022e-100,0.325720134057578,0.559,0.455,3.74648605330866e-96,"0","AKAP9",0.104
"KANSL1",5.65990974926041e-98,0.329028805836163,0.397,0.289,1.38916824885848e-93,"0","KANSL1",0.108
"GTF3A",4.49241509766948e-95,0.364968764450347,0.358,0.256,1.102618361572e-90,"0","GTF3A",0.102
"MXD4",1.40886347016144e-93,0.438324100648903,0.285,0.184,3.45791450116424e-89,"0","MXD4",0.101
"THUMPD1",1.11659411451549e-92,0.404957460537188,0.338,0.24,2.74056859466682e-88,"0","THUMPD1",0.098
"SSR2",4.02738019104315e-92,0.304365734267633,0.482,0.399,9.88480194089631e-88,"0","SSR2",0.083
"RBM8A",1.64553020820205e-91,0.284441059184203,0.559,0.466,4.0387893430111e-87,"0","RBM8A",0.093
"LPIN2",1.96026969833125e-90,0.294491456093606,0.329,0.22,4.81128594758423e-86,"0","LPIN2",0.109
"FGFR1OP2",3.7539261137229e-90,0.331568219968979,0.386,0.288,9.21363625352149e-86,"0","FGFR1OP2",0.098
"VPS13C",5.98965422728902e-90,0.37479997049367,0.476,0.393,1.47010073354582e-85,"0","VPS13C",0.083
"NSA2",1.11974084316446e-89,0.347923417106209,0.496,0.41,2.74829192546286e-85,"0","NSA2",0.086
"SMARCA2",1.17074065131172e-89,0.379921310768462,0.376,0.28,2.87346585457948e-85,"0","SMARCA2",0.096
"CASP8",8.90877538240199e-89,0.345585903330306,0.304,0.198,2.18656982985674e-84,"0","CASP8",0.106
"CEMIP2",1.13067398618376e-88,0.47548773946388,0.347,0.246,2.77512623168942e-84,"0","CEMIP2",0.101
"TRIR",1.98518918562503e-88,0.281389494452157,0.513,0.43,4.87244833719807e-84,"0","TRIR",0.083
"TOB1",2.41380197274213e-88,0.412855013750788,0.422,0.33,5.92443556189829e-84,"0","TOB1",0.092
"PPM1K",1.07111310122263e-87,0.372968011036372,0.31,0.203,2.62893999564083e-83,"0","PPM1K",0.107
"SFPQ",4.82010359141273e-87,0.27855555463936,0.681,0.574,1.18304622547634e-82,"0","SFPQ",0.107
"FAM107B",2.92239644846441e-85,0.263667147368995,0.499,0.397,7.17272984311105e-81,"0","FAM107B",0.102
"PSMA3-AS1",3.68886000892353e-85,0.296951395106036,0.402,0.303,9.05393800590192e-81,"0","PSMA3-AS1",0.099
"BTN3A2",8.0565309053151e-84,0.369627136737356,0.267,0.169,1.97739494540054e-79,"0","BTN3A2",0.098
"BPTF",1.36654779465146e-83,0.31345492156332,0.516,0.43,3.35405490719255e-79,"0","BPTF",0.086
"FKBP5",8.28968516439246e-83,0.359353443640155,0.276,0.173,2.03462032674849e-78,"0","FKBP5",0.103
"AHNAK",1.11188172400832e-81,0.288963183404156,0.558,0.433,2.72900250340602e-77,"0","AHNAK",0.125
"RABGAP1L",1.13053398888493e-81,0.36865043841176,0.326,0.229,2.77478262231916e-77,"0","RABGAP1L",0.097
"ANP32E",6.94446626697691e-81,0.302565702347466,0.383,0.287,1.70444980056681e-76,"0","ANP32E",0.096
"TCF25",1.18053834105828e-80,0.311448848664335,0.484,0.413,2.89751330429345e-76,"0","TCF25",0.071
"FAM102A",3.94711636551062e-79,0.35252988979186,0.253,0.157,9.68780240750927e-75,"0","FAM102A",0.096
"RSL24D1",2.70581061032271e-77,0.282759638395939,0.4,0.314,6.64114156197607e-73,"0","RSL24D1",0.086
"SPTAN1",2.75538017494954e-77,0.368287343183695,0.374,0.291,6.76280510139615e-73,"0","SPTAN1",0.083
"DDX46",2.04120339246103e-76,0.351172027846738,0.41,0.332,5.00992960645635e-72,"0","DDX46",0.078
"IL10RA",4.28905231959747e-76,0.288471370014662,0.282,0.18,1.052705001322e-71,"0","IL10RA",0.102
"NSD3",4.29704772309385e-76,0.293172868248353,0.45,0.365,1.05466739315615e-71,"0","NSD3",0.085
"AC004687.1",1.06077571567638e-74,0.261436184762763,0.267,0.163,2.6035679165561e-70,"0","AC004687.1",0.104
"BUB3",1.45983552663249e-74,0.357603776077289,0.32,0.234,3.58302031656678e-70,"0","BUB3",0.086
"SYF2",2.42956178069801e-74,0.29710113481681,0.476,0.402,5.96311643454519e-70,"0","SYF2",0.074
"FNBP4",3.79499512438116e-74,0.37583085840401,0.362,0.286,9.31443603328111e-70,"0","FNBP4",0.076
"OGT",1.16661671088472e-73,0.404580580244903,0.327,0.245,2.86334405519545e-69,"0","OGT",0.082
"PHF3",2.18270490196496e-73,0.296086848712502,0.402,0.318,5.3572309113828e-69,"0","PHF3",0.084
"REX1BD",3.85749988313727e-73,0.348736980058093,0.343,0.267,9.46784771317211e-69,"0","REX1BD",0.076
"RSBN1",1.61274158609373e-72,0.294502018990049,0.296,0.203,3.95831294890846e-68,"0","RSBN1",0.093
"PURA",5.21346350908307e-72,0.407337630580433,0.306,0.224,1.27959248366935e-67,"0","PURA",0.082
"DNAJB14",1.85136728601053e-71,0.366680323652194,0.38,0.305,4.54399586678425e-67,"0","DNAJB14",0.075
"ARID1B",1.0886430561359e-70,0.303315267393683,0.473,0.398,2.67196551697994e-66,"0","ARID1B",0.075
"ZBTB20",1.37546380947888e-70,0.311317246155211,0.417,0.317,3.37593837398497e-66,"0","ZBTB20",0.1
"UBXN1",4.32967493569527e-70,0.3285709101282,0.376,0.303,1.06267541621705e-65,"0","UBXN1",0.073
"SRSF10",1.14896939006302e-69,0.318897193526537,0.444,0.376,2.82003047097067e-65,"0","SRSF10",0.068
"SLC9A3R1",1.33356005421058e-69,0.28209487436965,0.337,0.242,3.27308979705444e-65,"0","SLC9A3R1",0.095
"OCIAD2",3.07715069047233e-69,0.265196541147781,0.308,0.206,7.5525586546953e-65,"0","OCIAD2",0.102
"STIM2",3.29726393561748e-69,0.338632817508978,0.257,0.17,8.09280460357954e-65,"0","STIM2",0.087
"BTN3A1",7.96503966716154e-69,0.301866304407035,0.271,0.182,1.95493933590813e-64,"0","BTN3A1",0.089
"DRAP1",3.39278158378921e-68,0.302226512620856,0.411,0.337,8.32724311925224e-64,"0","DRAP1",0.074
"RGS10",9.36144890773052e-68,0.281463135630884,0.32,0.224,2.29767401991338e-63,"0","RGS10",0.096
"MECP2",1.31760074149879e-67,0.264489650186948,0.374,0.287,3.23391925993464e-63,"0","MECP2",0.087
"NUFIP2",2.8248198733178e-67,0.270522183985323,0.55,0.476,6.93323789707122e-63,"0","NUFIP2",0.0740000000000001
"TRAF5",3.64251042112075e-67,0.333748862293204,0.257,0.167,8.94017757759876e-63,"0","TRAF5",0.09
"OPTN",9.09409537586266e-67,0.355193443255113,0.327,0.246,2.23205476905173e-62,"0","OPTN",0.081
"CLDND1",2.97685722114726e-66,0.40136293011711,0.281,0.203,7.30639836358383e-62,"0","CLDND1",0.078
"CRIP1",5.30743115679274e-66,0.321305920092293,0.367,0.278,1.30265590312321e-61,"0","CRIP1",0.089
"NCOR1",1.44611317860783e-65,0.312027591421246,0.453,0.388,3.54934018557507e-61,"0","NCOR1",0.065
"EIF4A1",2.05797267300355e-65,0.28370347827332,0.487,0.417,5.05108812861992e-61,"0","EIF4A1",0.07
"NXF1",9.67907900034164e-65,0.309537245844601,0.293,0.208,2.37563314984385e-60,"0","NXF1",0.085
"DYNLL1",2.39052641904391e-64,0.30511525297317,0.609,0.51,5.86730804290136e-60,"0","DYNLL1",0.099
"ANXA6",2.60960719360312e-64,0.322227224136655,0.273,0.188,6.40501989597949e-60,"0","ANXA6",0.085
"URI1",1.67417279538004e-63,0.302193178675761,0.3,0.226,4.10908970898076e-59,"0","URI1",0.074
"NLRC5",3.79794431232187e-63,0.284218083323777,0.27,0.186,9.3216745201628e-59,"0","NLRC5",0.084
"ASH1L",2.68257742732756e-62,0.282226123580089,0.455,0.392,6.58411803763276e-58,"0","ASH1L",0.063
"CNTRL",1.90051795826101e-61,0.30672727591416,0.279,0.193,4.66463127675583e-57,"0","CNTRL",0.086
"SERTAD1",4.34064015007876e-61,0.333950915023493,0.377,0.295,1.06536671843533e-56,"0","SERTAD1",0.082
"BDP1",8.07079500003406e-60,0.361570846363998,0.357,0.288,1.98089592480836e-55,"0","BDP1",0.069
"CREBZF",9.34424496577951e-60,0.36502826539247,0.256,0.181,2.29345148440092e-55,"0","CREBZF",0.075
"RSBN1L",1.20114068200544e-59,0.297093066988926,0.324,0.249,2.94807968991415e-55,"0","RSBN1L",0.075
"USP16",1.23760946057989e-59,0.32405065528788,0.359,0.296,3.03758866004727e-55,"0","USP16",0.063
"PRDM1",1.9153391969466e-59,0.328283066131301,0.272,0.182,4.70100852498573e-55,"0","PRDM1",0.09
"LSM8",5.8153516755472e-59,0.34194722340269,0.324,0.256,1.42731991524631e-54,"0","LSM8",0.068
"NUTM2B-AS1",1.55229621590123e-58,0.303129536233594,0.291,0.215,3.80995583230798e-54,"0","NUTM2B-AS1",0.076
"NOP58",8.06024156069581e-58,0.346131698186376,0.35,0.284,1.97830568865718e-53,"0","NOP58",0.066
"PLAC8",2.41138479107572e-57,0.250708948767019,0.284,0.192,5.91850283121625e-53,"0","PLAC8",0.092
"CEBPZ",5.96310467569056e-57,0.353478185139818,0.331,0.263,1.46358441160149e-52,"0","CEBPZ",0.068
"APOBEC3C",2.50632974203973e-56,0.393999412844817,0.257,0.185,6.15153571886231e-52,"0","APOBEC3C",0.072
"CCDC59",4.39020565199935e-56,0.312175306457852,0.323,0.255,1.07753207522672e-51,"0","CCDC59",0.068
"OTULIN",1.26713855028773e-55,0.378438541777673,0.258,0.185,3.11006485782621e-51,"0","OTULIN",0.073
"ZBTB38",3.44649741994202e-55,0.384863270729393,0.325,0.259,8.45908326750568e-51,"0","ZBTB38",0.066
"CHORDC1",9.59489585007546e-55,0.315804001455934,0.395,0.323,2.35497123744252e-50,"0","CHORDC1",0.072
"ANKRD11",2.31825978921161e-54,0.271489614897923,0.483,0.425,5.68993682664096e-50,"0","ANKRD11",0.058
"CCDC107",2.3484755282218e-54,0.330382308093403,0.26,0.191,5.76409833646759e-50,"0","CCDC107",0.069
"TRMT112",1.74282873484392e-53,0.26606914833352,0.431,0.375,4.27759884680092e-49,"0","TRMT112",0.056
"KLF13",7.72028411366232e-52,0.291838598880114,0.319,0.251,1.89486653285728e-47,"0","KLF13",0.068
"IK",9.46118629734819e-52,0.27267086728684,0.388,0.329,2.32215356482114e-47,"0","IK",0.059
"NOP56",3.78432808353564e-51,0.287052458510423,0.379,0.316,9.28825484822987e-47,"0","NOP56",0.063
"CDK13",4.40977631853328e-51,0.32552657973733,0.354,0.293,1.08233549962081e-46,"0","CDK13",0.061
"NDUFB8",1.28909086175668e-50,0.313008308543062,0.33,0.274,3.16394461109559e-46,"0","NDUFB8",0.056
"COPS9",1.5479598581317e-50,0.280886608762173,0.371,0.312,3.79931267579845e-46,"0","COPS9",0.059
"CUTA",2.87132171600683e-49,0.290558229522043,0.313,0.255,7.04737201976716e-45,"0","CUTA",0.058
"RBM23",3.22723346601783e-49,0.260911210964759,0.327,0.26,7.92092181899416e-45,"0","RBM23",0.067
"DIAPH1",8.33341381583894e-49,0.255612005741787,0.408,0.341,2.04535308695951e-44,"0","DIAPH1",0.0669999999999999
"CRYBG1",1.32686140885663e-48,0.30192889805898,0.251,0.183,3.25664864189772e-44,"0","CRYBG1",0.068
"SVIP",3.90337139719115e-48,0.292118688083553,0.284,0.215,9.58043475726596e-44,"0","SVIP",0.069
"HAX1",8.47803944026728e-48,0.303837670280772,0.283,0.221,2.0808500002192e-43,"0","HAX1",0.062
"CDK2AP2",8.65534486973181e-48,0.32603278418962,0.283,0.221,2.12436784482698e-43,"0","CDK2AP2",0.062
